UF;Região Turística;Municípios
SP;Capital Expandida;Itapevi
SP;Capital Expandida;Itaquaquecetuba
SP;Capital Expandida;Jandira
SP;Capital Expandida;Juquitiba
SP;Capital Expandida;Mairiporã
SP;Capital Expandida;Mauá
SP;Capital Expandida;Mogi das Cruzes
SP;Capital Expandida;Osasco
SP;Capital Expandida;Pirapora do Bom Jesus
SP;Capital Expandida;Poá
SP;Capital Expandida;Ribeirão Pires
SP;Capital Expandida;Rio Grande da Serra
SP;Capital Expandida;Salesópolis
SP;Capital Expandida;Santa Isabel
SP;Capital Expandida;Santana de Parnaíba
SP;Capital Expandida;Santo André
SP;Capital Expandida;São Bernardo do Campo
SP;Capital Expandida;São Caetano do Sul
SP;Capital Expandida;São Lourenço da Serra
SP;Capital Expandida;São Paulo
SP;Capital Expandida;Suzano
SP;Capital Expandida;Taboão da Serra
SP;Capital Expandida;Vargem Grande Paulista
SP;Centro-Norte Paulista;Altair
SP;Centro-Norte Paulista;Altinópolis
SP;Centro-Norte Paulista;Américo Brasiliense
SP;Centro-Norte Paulista;Aramina
SP;Centro-Norte Paulista;Araraquara
SP;Centro-Norte Paulista;Barretos
SP;Centro-Norte Paulista;Barrinha
SP;Centro-Norte Paulista;Batatais
SP;Centro-Norte Paulista;Bebedouro
SP;Centro-Norte Paulista;Boa Esperança do Sul
SP;Centro-Norte Paulista;Borborema
SP;Centro-Norte Paulista;Brodowski
SP;Centro-Norte Paulista;Buritizal
SP;Centro-Norte Paulista;Cajobi
SP;Centro-Norte Paulista;Cajuru
SP;Centro-Norte Paulista;Cândido Rodrigues
SP;Centro-Norte Paulista;Cássia dos Coqueiros
SP;Centro-Norte Paulista;Colina
SP;Centro-Norte Paulista;Colômbia
SP;Centro-Norte Paulista;Cravinhos
SP;Centro-Norte Paulista;Cristais Paulista
SP;Centro-Norte Paulista;Descalvado
SP;Centro-Norte Paulista;Dobrada
SP;Centro-Norte Paulista;Dourado
SP;Centro-Norte Paulista;Dumont
SP;Centro-Norte Paulista;Embaúba
SP;Centro-Norte Paulista;Fernando Prestes
SP;Centro-Norte Paulista;Franca
SP;Centro-Norte Paulista;Gavião Peixoto
SP;Centro-Norte Paulista;Guaíra
SP;Centro-Norte Paulista;Guará
SP;Centro-Norte Paulista;Guaraci
SP;Centro-Norte Paulista;Guariba
SP;Centro-Norte Paulista;Guatapará
SP;Centro-Norte Paulista;Ibaté
SP;Centro-Norte Paulista;Ibitinga
SP;Centro-Norte Paulista;Igarapava
SP;Centro-Norte Paulista;Ipuã
SP;Centro-Norte Paulista;Itápolis
SP;Centro-Norte Paulista;Itirapuã
SP;Centro-Norte Paulista;Ituverava
SP;Centro-Norte Paulista;Jaborandi
SP;Centro-Norte Paulista;Jaboticabal
SP;Centro-Norte Paulista;Jardinópolis
SP;Centro-Norte Paulista;Jeriquara
SP;Centro-Norte Paulista;Luis Antônio
SP;Centro-Norte Paulista;Matão
SP;Centro-Norte Paulista;Miguelópolis
SP;Centro-Norte Paulista;Monte Alto
SP;Centro-Norte Paulista;Monte Azul Paulista
SP;Centro-Norte Paulista;Morro Agudo
SP;Centro-Norte Paulista;Motuca
SP;Centro-Norte Paulista;Nova Europa
SP;Centro-Norte Paulista;Nuporanga
SP;Centro-Norte Paulista;Olímpia
SP;Centro-Norte Paulista;Orlândia
SP;Centro-Norte Paulista;Patrocínio Paulista
SP;Centro-Norte Paulista;Pedregulho
SP;Centro-Norte Paulista;Pirangi
SP;Centro-Norte Paulista;Pitangueiras
SP;Centro-Norte Paulista;Pontal
SP;Centro-Norte Paulista;Porto Ferreira
SP;Centro-Norte Paulista;Pradópolis
SP;Centro-Norte Paulista;Restinga
SP;Centro-Norte Paulista;Ribeirão Bonito
SP;Centro-Norte Paulista;Ribeirão Corrente
SP;Centro-Norte Paulista;Ribeirão Preto
SP;Centro-Norte Paulista;Rifaina
SP;Centro-Norte Paulista;Rincão
SP;Centro-Norte Paulista;Sales Oliveira
SP;Centro-Norte Paulista;Santa Cruz da Esperança
SP;Centro-Norte Paulista;Santa Ernestina
SP;Centro-Norte Paulista;Santa Lúcia
SP;Centro-Norte Paulista;Santa Rita do Passa Quatro
SP;Centro-Norte Paulista;Santa Rosa do Viterbo
SP;Centro-Norte Paulista;Santo Antonio da Alegria
SP;Centro-Norte Paulista;São Carlos
SP;Centro-Norte Paulista;São Joaquim da Barra
SP;Centro-Norte Paulista;São José da Bela Vista
SP;Centro-Norte Paulista;São Simão
SP;Centro-Norte Paulista;Serra Azul
SP;Centro-Norte Paulista;Serrana
SP;Centro-Norte Paulista;Sertãozinho
SP;Centro-Norte Paulista;Severínia
SP;Centro-Norte Paulista;Tabatinga
SP;Centro-Norte Paulista;Taiaçu
SP;Centro-Norte Paulista;Taiúva
SP;Centro-Norte Paulista;Taquaral
SP;Centro-Norte Paulista;Taquaritinga
SP;Centro-Norte Paulista;Terra Roxa
SP;Centro-Norte Paulista;Trabijú
SP;Centro-Norte Paulista;Viradouro
SP;Centro-Norte Paulista;Vista Alegre do Alto
SP;Centro-Oeste Paulista;Adamantina
SP;Centro-Oeste Paulista;Agudos
SP;Centro-Oeste Paulista;Alfredo Marcondes
SP;Centro-Oeste Paulista;Álvares Machado
SP;Centro-Oeste Paulista;Álvaro de Carvalho
SP;Centro-Oeste Paulista;Alvinlândia
SP;Centro-Oeste Paulista;Anhumas
SP;Centro-Oeste Paulista;Arco-Íris
SP;Centro-Oeste Paulista;Arealva
SP;Centro-Oeste Paulista;Assis
SP;Centro-Oeste Paulista;Avaí
SP;Centro-Oeste Paulista;Balbinos
SP;Centro-Oeste Paulista;Bariri
SP;Centro-Oeste Paulista;Barra Bonita
SP;Centro-Oeste Paulista;Bastos
SP;Centro-Oeste Paulista;Bauru
SP;Centro-Oeste Paulista;Bernardino de Campos
SP;Centro-Oeste Paulista;Bocaina
SP;Centro-Oeste Paulista;Borá
SP;Centro-Oeste Paulista;Boracéia
SP;Centro-Oeste Paulista;Borebi
SP;Centro-Oeste Paulista;Cabrália Paulista
SP;Centro-Oeste Paulista;Cafelândia
SP;Centro-Oeste Paulista;Caiabu
SP;Centro-Oeste Paulista;Caiuá
SP;Centro-Oeste Paulista;Campos Novos Paulista
SP;Centro-Oeste Paulista;Cândido Mota
SP;Centro-Oeste Paulista;Canitar
SP;Centro-Oeste Paulista;Chavantes
SP;Centro-Oeste Paulista;Cruzália
SP;Centro-Oeste Paulista;Dois Córregos
SP;Centro-Oeste Paulista;Dracena
SP;Centro-Oeste Paulista;Duartina
SP;Centro-Oeste Paulista;Echaporã
SP;Centro-Oeste Paulista;Emilianópolis
SP;Centro-Oeste Paulista;Espírito Santo do Turvo
SP;Centro-Oeste Paulista;Estrela do Norte
SP;Centro-Oeste Paulista;Euclides da Cunha Paulista
SP;Centro-Oeste Paulista;Fernão
SP;Centro-Oeste Paulista;Flora Rica
SP;Centro-Oeste Paulista;Flórida Paulista
SP;Centro-Oeste Paulista;Florínia
SP;Centro-Oeste Paulista;Gália
SP;Centro-Oeste Paulista;Garça
SP;Centro-Oeste Paulista;Getulina
SP;Centro-Oeste Paulista;Guaiçara
SP;Centro-Oeste Paulista;Guaimbê
SP;Centro-Oeste Paulista;Guarantã
SP;Centro-Oeste Paulista;Herculândia
SP;Centro-Oeste Paulista;Iacanga
SP;Centro-Oeste Paulista;Iacri
SP;Centro-Oeste Paulista;Ibirarema
SP;Centro-Oeste Paulista;Iepê
SP;Centro-Oeste Paulista;Igaraçu do Tietê
SP;Centro-Oeste Paulista;Indiana
SP;Centro-Oeste Paulista;Inúbia Paulista
SP;Centro-Oeste Paulista;Ipaussu
SP;Centro-Oeste Paulista;Irapuru
SP;Centro-Oeste Paulista;Itaju
SP;Centro-Oeste Paulista;Itapuí
SP;Centro-Oeste Paulista;Jaú
SP;Centro-Oeste Paulista;João Ramalho
SP;Centro-Oeste Paulista;Júlio Mesquita
SP;Centro-Oeste Paulista;Junqueirópolis
SP;Centro-Oeste Paulista;Lençóis Paulista
SP;Centro-Oeste Paulista;Lins
SP;Centro-Oeste Paulista;Lucélia
SP;Centro-Oeste Paulista;Lucianópolis
SP;Centro-Oeste Paulista;Lupércio
SP;Centro-Oeste Paulista;Lutécia
SP;Centro-Oeste Paulista;Macatuba
SP;Centro-Oeste Paulista;Marabá Paulista
SP;Centro-Oeste Paulista;Maracaí
SP;Centro-Oeste Paulista;Mariápolis
SP;Centro-Oeste Paulista;Marília
SP;Centro-Oeste Paulista;Martinópolis
SP;Centro-Oeste Paulista;Mineiros do Tietê
SP;Centro-Oeste Paulista;Mirante do Paranapanema
SP;Centro-Oeste Paulista;Monte Castelo
SP;Centro-Oeste Paulista;Nantes
SP;Centro-Oeste Paulista;Narandiba
SP;Centro-Oeste Paulista;Nova Guataporanga
SP;Centro-Oeste Paulista;Ocauçu
SP;Centro-Oeste Paulista;Óleo
SP;Centro-Oeste Paulista;Oriente
SP;Centro-Oeste Paulista;Oscar Bressane
SP;Centro-Oeste Paulista;Osvaldo Cruz
SP;Centro-Oeste Paulista;Ourinhos
SP;Centro-Oeste Paulista;Ouro Verde
SP;Centro-Oeste Paulista;Pacaembu
SP;Centro-Oeste Paulista;Palmital
SP;Centro-Oeste Paulista;Panorama
SP;Centro-Oeste Paulista;Paraguaçu Paulista
SP;Centro-Oeste Paulista;Parapuã
SP;Centro-Oeste Paulista;Paulicéia
SP;Centro-Oeste Paulista;Paulistânia
SP;Centro-Oeste Paulista;Pederneiras
SP;Centro-Oeste Paulista;Pedrinhas Paulista
SP;Centro-Oeste Paulista;Piquerobi
SP;Centro-Oeste Paulista;Pirajuí
SP;Centro-Oeste Paulista;Pirapozinho
SP;Centro-Oeste Paulista;Piratininga
SP;Centro-Oeste Paulista;Platina
SP;Centro-Oeste Paulista;Pompéia
SP;Centro-Oeste Paulista;Pongaí
SP;Centro-Oeste Paulista;Pracinha
SP;Centro-Oeste Paulista;Presidente Alves
SP;Centro-Oeste Paulista;Presidente Bernardes
SP;Centro-Oeste Paulista;Presidente Epitácio
SP;Centro-Oeste Paulista;Presidente Prudente
SP;Centro-Oeste Paulista;Presidente Venceslau
SP;Centro-Oeste Paulista;Promissão
SP;Centro-Oeste Paulista;Quatá
SP;Centro-Oeste Paulista;Queiroz
SP;Centro-Oeste Paulista;Quintana
SP;Centro-Oeste Paulista;Rancharia
SP;Centro-Oeste Paulista;Regente Feijó
SP;Centro-Oeste Paulista;Reginópolis
SP;Centro-Oeste Paulista;Ribeirão do Sul
SP;Centro-Oeste Paulista;Ribeirão dos Índios
SP;Centro-Oeste Paulista;Rinópolis
SP;Centro-Oeste Paulista;Rosana
SP;Centro-Oeste Paulista;Sabino
SP;Centro-Oeste Paulista;Sagres
SP;Centro-Oeste Paulista;Salmourão
SP;Centro-Oeste Paulista;Salto Grande
SP;Centro-Oeste Paulista;Sandovalina
SP;Centro-Oeste Paulista;Santa Cruz do Rio Pardo
SP;Centro-Oeste Paulista;Santa Mercedes
SP;Centro-Oeste Paulista;Santo Anastácio
SP;Centro-Oeste Paulista;Santo Expedito
SP;Centro-Oeste Paulista;São João do Pau d´Alho
SP;Centro-Oeste Paulista;São Pedro do Turvo
SP;Centro-Oeste Paulista;Taciba
SP;Centro-Oeste Paulista;Tarabaí
SP;Centro-Oeste Paulista;Tarumã
SP;Centro-Oeste Paulista;Teodoro Sampaio
SP;Centro-Oeste Paulista;Timburi
SP;Centro-Oeste Paulista;Tupã
SP;Centro-Oeste Paulista;Tupi Paulista
SP;Centro-Oeste Paulista;Ubirajara
SP;Centro-Oeste Paulista;Uru
SP;Centro-Oeste Paulista;Vera Cruz
SP;Cuesta-Alto do Paranapanema;Águas de Santa Bárbara
SP;Cuesta-Alto do Paranapanema;Alambari
SP;Cuesta-Alto do Paranapanema;Alumínio
SP;Cuesta-Alto do Paranapanema;Angatuba
SP;Cuesta-Alto do Paranapanema;Anhembi
SP;Cuesta-Alto do Paranapanema;Apiaí
SP;Cuesta-Alto do Paranapanema;Araçariguama
SP;Cuesta-Alto do Paranapanema;Araçoiaba da Serra
SP;Cuesta-Alto do Paranapanema;Arandu
SP;Cuesta-Alto do Paranapanema;Areiópolis
SP;Cuesta-Alto do Paranapanema;Avaré
SP;Cuesta-Alto do Paranapanema;Barão de Antonina
SP;Cuesta-Alto do Paranapanema;Barra do Chapéu
SP;Cuesta-Alto do Paranapanema;Bofete
SP;Cuesta-Alto do Paranapanema;Boituva
SP;Cuesta-Alto do Paranapanema;Bonsucesso de Itararé
SP;Cuesta-Alto do Paranapanema;Botucatu
SP;Cuesta-Alto do Paranapanema;Buri
SP;Cuesta-Alto do Paranapanema;Campina do Monte Alegre
SP;Cuesta-Alto do Paranapanema;Capão Bonito
SP;Cuesta-Alto do Paranapanema;Capela do Alto
SP;Cuesta-Alto do Paranapanema;Cerqueira César
SP;Cuesta-Alto do Paranapanema;Cerquilho
SP;Cuesta-Alto do Paranapanema;Cesário Lange
SP;Cuesta-Alto do Paranapanema;Conchas
SP;Cuesta-Alto do Paranapanema;Coronel Macedo
SP;Cuesta-Alto do Paranapanema;Fartura
SP;Cuesta-Alto do Paranapanema;Guapiara
SP;Cuesta-Alto do Paranapanema;Guareí
SP;Cuesta-Alto do Paranapanema;Iaras
SP;Cuesta-Alto do Paranapanema;Ibiúna
SP;Cuesta-Alto do Paranapanema;Iperó
SP;Cuesta-Alto do Paranapanema;Iporanga
SP;Cuesta-Alto do Paranapanema;Itaberá
SP;Cuesta-Alto do Paranapanema;Itaí
SP;Cuesta-Alto do Paranapanema;Itaóca
SP;Cuesta-Alto do Paranapanema;Itapetininga
SP;Cuesta-Alto do Paranapanema;Itapeva
SP;Cuesta-Alto do Paranapanema;Itapirapuã Paulista
SP;Cuesta-Alto do Paranapanema;Itaporanga
SP;Cuesta-Alto do Paranapanema;Itararé
SP;Cuesta-Alto do Paranapanema;Itatinga
SP;Cuesta-Alto do Paranapanema;Itu
SP;Cuesta-Alto do Paranapanema;Jumirim
SP;Cuesta-Alto do Paranapanema;Laranjal Paulista
SP;Cuesta-Alto do Paranapanema;Mairinque
SP;Cuesta-Alto do Paranapanema;Manduri
SP;Cuesta-Alto do Paranapanema;Nova Campina
SP;Cuesta-Alto do Paranapanema;Paranapanema
SP;Cuesta-Alto do Paranapanema;Pardinho
SP;Cuesta-Alto do Paranapanema;Pereiras
SP;Cuesta-Alto do Paranapanema;Piedade
SP;Cuesta-Alto do Paranapanema;Pilar do Sul
SP;Cuesta-Alto do Paranapanema;Piraju
SP;Cuesta-Alto do Paranapanema;Porangaba
SP;Cuesta-Alto do Paranapanema;Porto Feliz
SP;Cuesta-Alto do Paranapanema;Pratânia
SP;Cuesta-Alto do Paranapanema;Quadra
SP;Cuesta-Alto do Paranapanema;Ribeira
SP;Cuesta-Alto do Paranapanema;Ribeirão Branco
SP;Cuesta-Alto do Paranapanema;Ribeirão Grande
SP;Cuesta-Alto do Paranapanema;Riversul
SP;Cuesta-Alto do Paranapanema;Salto
SP;Cuesta-Alto do Paranapanema;Salto de Pirapora
SP;Cuesta-Alto do Paranapanema;São Manuel
SP;Cuesta-Alto do Paranapanema;São Miguel Arcanjo
SP;Cuesta-Alto do Paranapanema;São Roque
SP;Cuesta-Alto do Paranapanema;Sarapuí
SP;Cuesta-Alto do Paranapanema;Sarutaiá
SP;Cuesta-Alto do Paranapanema;Sorocaba
SP;Cuesta-Alto do Paranapanema;Taguaí
SP;Cuesta-Alto do Paranapanema;Tapiraí
SP;Cuesta-Alto do Paranapanema;Taquarituba
SP;Cuesta-Alto do Paranapanema;Taquarivaí
SP;Cuesta-Alto do Paranapanema;Tatuí
SP;Cuesta-Alto do Paranapanema;Tejupá
SP;Cuesta-Alto do Paranapanema;Tietê
SP;Cuesta-Alto do Paranapanema;Torre de Pedra
SP;Cuesta-Alto do Paranapanema;Votorantim
SP;Entre Rios;Adolfo
SP;Entre Rios;Alto Alegre
SP;Entre Rios;Álvares Florence
SP;Entre Rios;Américo de Campos
SP;Entre Rios;Andradina
SP;Entre Rios;Aparecida d’Oeste
SP;Entre Rios;Araçatuba
SP;Entre Rios;Ariranha
SP;Entre Rios;Aspásia
SP;Entre Rios;Auriflama
SP;Entre Rios;Avanhandava
SP;Entre Rios;Bady Bassitt
SP;Entre Rios;Bálsamo
SP;Entre Rios;Barbosa
SP;Entre Rios;Bento de Abreu
SP;Entre Rios;Bilac
SP;Entre Rios;Birigui
SP;Entre Rios;Braúna
SP;Entre Rios;Brejo Alegre
SP;Entre Rios;Buritama
SP;Entre Rios;Cardoso
SP;Entre Rios;Castilho
SP;Entre Rios;Catanduva
SP;Entre Rios;Catiguá
SP;Entre Rios;Cedral
SP;Entre Rios;Clementina
SP;Entre Rios;Coroados
SP;Entre Rios;Cosmorama
SP;Entre Rios;Dirce Reis
SP;Entre Rios;Dolcinópolis
SP;Entre Rios;Elisiário
SP;Entre Rios;Estrela d’Oeste
SP;Entre Rios;Fernandópolis
SP;Entre Rios;Floreal
SP;Entre Rios;Gabriel Monteiro
SP;Entre Rios;Gastão Vidigal
SP;Entre Rios;General Salgado
SP;Entre Rios;Glicério
SP;Entre Rios;Guapiaçu
SP;Entre Rios;Guaraçaí
SP;Entre Rios;Guarani d’Oeste
SP;Entre Rios;Guararapes
SP;Entre Rios;Guzolândia
SP;Entre Rios;Ibirá
SP;Entre Rios;Icém
SP;Entre Rios;Ilha Solteira
SP;Entre Rios;Indiaporã
SP;Entre Rios;Ipiguá
SP;Entre Rios;Irapuã
SP;Entre Rios;Itajobi
SP;Entre Rios;Itapura
SP;Entre Rios;Jaci
SP;Entre Rios;Jales
SP;Entre Rios;José Bonifácio
SP;Entre Rios;Lavínia
SP;Entre Rios;Lourdes
SP;Entre Rios;Luiziânia
SP;Entre Rios;Macaubal
SP;Entre Rios;Macedônia
SP;Entre Rios;Magda
SP;Entre Rios;Marapoama
SP;Entre Rios;Marinópolis
SP;Entre Rios;Mendonça
SP;Entre Rios;Meridiano
SP;Entre Rios;Mesópolis
SP;Entre Rios;Mira Estrela
SP;Entre Rios;Mirandópolis
SP;Entre Rios;Mirassol
SP;Entre Rios;Mirassolândia
SP;Entre Rios;Monções
SP;Entre Rios;Monte Aprazível
SP;Entre Rios;Murutinga do Sul
SP;Entre Rios;Neves Paulista
SP;Entre Rios;Nhandeara
SP;Entre Rios;Nipoã
SP;Entre Rios;Nova Aliança
SP;Entre Rios;Nova Canaã Paulista
SP;Entre Rios;Nova Castilho
SP;Entre Rios;Nova Granada
SP;Entre Rios;Nova Independência
SP;Entre Rios;Nova Luzitânia
SP;Entre Rios;Novais
SP;Entre Rios;Novo Horizonte
SP;Entre Rios;Onda Verde
SP;Entre Rios;Orindiúva
SP;Entre Rios;Ouroeste
SP;Entre Rios;Palestina
SP;Entre Rios;Palmares Paulista
SP;Entre Rios;Palmeira d´Oeste
SP;Entre Rios;Paraíso
SP;Entre Rios;Paranapuã
SP;Entre Rios;Parisi
SP;Entre Rios;Paulo de Faria
SP;Entre Rios;Pedranópolis
SP;Entre Rios;Penápolis
SP;Entre Rios;Pereira Barreto
SP;Entre Rios;Piacatu
SP;Entre Rios;Pindorama
SP;Entre Rios;Planalto
SP;Entre Rios;Poloni
SP;Entre Rios;Pontalinda
SP;Entre Rios;Pontes Gestal
SP;Entre Rios;Populina
SP;Entre Rios;Potirendaba
SP;Entre Rios;Riolândia
SP;Entre Rios;Rubiácea
SP;Entre Rios;Rubinéia
SP;Entre Rios;Sales
SP;Entre Rios;Santa Adélia
SP;Entre Rios;Santa Albertina
SP;Entre Rios;Santa Clara d´Oeste
SP;Entre Rios;Santa Fé do Sul
SP;Entre Rios;Santa Rita d´Oeste
SP;Entre Rios;Santa Salete
SP;Entre Rios;Santana da Ponte Pensa
SP;Entre Rios;Santo Antônio do Aracanguá
SP;Entre Rios;Santópolis do Aguapeí
SP;Entre Rios;São Francisco
SP;Entre Rios;São João das Duas Pontes
SP;Entre Rios;São João do Iracema
SP;Entre Rios;São José do Rio Preto
SP;Entre Rios;Sebastianópolis do Sul
SP;Entre Rios;Sud Mennucci
SP;Entre Rios;Suzanápolis
SP;Entre Rios;Tabapuã
SP;Entre Rios;Tanabi
SP;Entre Rios;Três Fronteiras
SP;Entre Rios;Turiúba
SP;Entre Rios;Turmalina
SP;Entre Rios;Ubarana
SP;Entre Rios;Uchôa
SP;Entre Rios;União Paulista
SP;Entre Rios;Urânia
SP;Entre Rios;Urupês
SP;Entre Rios;Valentim Gentil
SP;Entre Rios;Valparaíso
SP;Entre Rios;Vitória Brasil
SP;Entre Rios;Votuporanga
SP;Entre Rios;Zacarias
SP;Estradas e Bandeiras;Aguaí
SP;Estradas e Bandeiras;Águas da Prata
SP;Estradas e Bandeiras;Águas de Lindóia
SP;Estradas e Bandeiras;Águas de São Pedro
SP;Estradas e Bandeiras;Americana
SP;Estradas e Bandeiras;Amparo
SP;Estradas e Bandeiras;Analândia
SP;Estradas e Bandeiras;Araras
SP;Estradas e Bandeiras;Artur Nogueira
SP;Estradas e Bandeiras;Atibaia
SP;Estradas e Bandeiras;Bom Jesus dos Perdões
SP;Estradas e Bandeiras;Bragança Paulista
SP;Estradas e Bandeiras;Brotas
SP;Estradas e Bandeiras;Cabreúva
SP;Estradas e Bandeiras;Caconde
SP;Estradas e Bandeiras;Campinas
SP;Estradas e Bandeiras;Campo Limpo Paulista
SP;Estradas e Bandeiras;Capivari
SP;Estradas e Bandeiras;Casa Branca
SP;Estradas e Bandeiras;Charqueada
SP;Estradas e Bandeiras;Conchal
SP;Estradas e Bandeiras;Cordeirópolis
SP;Estradas e Bandeiras;Corumbataí
SP;Estradas e Bandeiras;Cosmópolis
SP;Estradas e Bandeiras;Divinolândia
SP;Estradas e Bandeiras;Elias Fausto
SP;Estradas e Bandeiras;Engenheiro Coelho
SP;Estradas e Bandeiras;Espírito Santo do Pinhal
SP;Estradas e Bandeiras;Estiva Gerbi
SP;Estradas e Bandeiras;Holambra
SP;Estradas e Bandeiras;Hortolândia
SP;Estradas e Bandeiras;Indaiatuba
SP;Estradas e Bandeiras;Ipeúna
SP;Estradas e Bandeiras;Iracemápolis
SP;Estradas e Bandeiras;Itapira
SP;Estradas e Bandeiras;Itatiba
SP;Estradas e Bandeiras;Itirapina
SP;Estradas e Bandeiras;Itobi
SP;Estradas e Bandeiras;Itupeva
SP;Estradas e Bandeiras;Jaguariúna
SP;Estradas e Bandeiras;Jarinu
SP;Estradas e Bandeiras;Joanópolis
SP;Estradas e Bandeiras;Jundiaí
SP;Estradas e Bandeiras;Leme
SP;Estradas e Bandeiras;Limeira
SP;Estradas e Bandeiras;Lindóia
SP;Estradas e Bandeiras;Louveira
SP;Estradas e Bandeiras;Mococa
SP;Estradas e Bandeiras;Mogi Guaçu
SP;Estradas e Bandeiras;Moji Mirim
SP;Estradas e Bandeiras;Mombuca
SP;Estradas e Bandeiras;Monte Alegre do Sul
SP;Estradas e Bandeiras;Monte Mor
SP;Estradas e Bandeiras;Morungaba
SP;Estradas e Bandeiras;Nazaré Paulista
SP;Estradas e Bandeiras;Nova Odessa
SP;Estradas e Bandeiras;Paulínia
SP;Estradas e Bandeiras;Pedra Bela
SP;Estradas e Bandeiras;Pedreira
SP;Estradas e Bandeiras;Pinhalzinho
SP;Estradas e Bandeiras;Piracaia
SP;Estradas e Bandeiras;Piracicaba
SP;Estradas e Bandeiras;Pirassununga
SP;Estradas e Bandeiras;Rafard
SP;Estradas e Bandeiras;Rio Claro
SP;Estradas e Bandeiras;Rio das Pedras
SP;Estradas e Bandeiras;Saltinho
SP;Estradas e Bandeiras;Santa Bárbara d´Oeste
SP;Estradas e Bandeiras;Santa Cruz da Conceição
SP;Estradas e Bandeiras;Santa Cruz das Palmeiras
SP;Estradas e Bandeiras;Santa Gertrudes
SP;Estradas e Bandeiras;Santa Maria da Serra
SP;Estradas e Bandeiras;Santo Antônio de Posse
SP;Estradas e Bandeiras;Santo Antônio do Jardim
SP;Estradas e Bandeiras;São João da Boa Vista
SP;Estradas e Bandeiras;São José do Rio Pardo
SP;Estradas e Bandeiras;São Pedro
SP;Estradas e Bandeiras;São Sebastião da Grama
SP;Estradas e Bandeiras;Serra Negra
SP;Estradas e Bandeiras;Socorro
SP;Estradas e Bandeiras;Sumaré
SP;Estradas e Bandeiras;Tambaú
SP;Estradas e Bandeiras;Tapiratiba
SP;Estradas e Bandeiras;Torrinha
SP;Estradas e Bandeiras;Tuiuti
SP;Estradas e Bandeiras;Valinhos
SP;Estradas e Bandeiras;Vargem
SP;Estradas e Bandeiras;Vargem Grande do Sul
SP;Estradas e Bandeiras;Várzea Paulista
SP;Estradas e Bandeiras;Vinhedo
SP;Vertente Oceânica Norte;Aparecida
SP;Vertente Oceânica Norte;Arapeí
SP;Vertente Oceânica Norte;Areias
SP;Vertente Oceânica Norte;Bananal
SP;Vertente Oceânica Norte;Caçapava
SP;Vertente Oceânica Norte;Cachoeira Paulista
SP;Vertente Oceânica Norte;Campos do Jordão
SP;Vertente Oceânica Norte;Canas
SP;Vertente Oceânica Norte;Caraguatatuba
SP;Vertente Oceânica Norte;Cruzeiro
SP;Vertente Oceânica Norte;Cunha
SP;Vertente Oceânica Norte;Guaratinguetá
SP;Vertente Oceânica Norte;Igaratá
SP;Vertente Oceânica Norte;Ilhabela
SP;Vertente Oceânica Norte;Jacareí
SP;Vertente Oceânica Norte;Jambeiro
SP;Vertente Oceânica Norte;Lagoinha
SP;Vertente Oceânica Norte;Lavrinhas
SP;Vertente Oceânica Norte;Lorena
SP;Vertente Oceânica Norte;Monteiro Lobato
SP;Vertente Oceânica Norte;Natividade da Serra
SP;Vertente Oceânica Norte;Paraibuna
SP;Vertente Oceânica Norte;Pindamonhangaba
SP;Vertente Oceânica Norte;Piquete
SP;Vertente Oceânica Norte;Potim
SP;Vertente Oceânica Norte;Queluz
SP;Vertente Oceânica Norte;Redenção da Serra
SP;Vertente Oceânica Norte;Roseira
SP;Vertente Oceânica Norte;Santa Branca
SP;Vertente Oceânica Norte;Santo Antonio do Pinhal
SP;Vertente Oceânica Norte;São Bento do Sapucaí
SP;Vertente Oceânica Norte;São José do Barreiro
SP;Vertente Oceânica Norte;São José dos Campos
SP;Vertente Oceânica Norte;São Luís do Paraitinga
SP;Vertente Oceânica Norte;São Sebastião
SP;Vertente Oceânica Norte;Silveiras
SP;Vertente Oceânica Norte;Taubaté
SP;Vertente Oceânica Norte;Tremembé
SP;Vertente Oceânica Norte;Ubatuba
SP;Vertente Oceânica Sul;Barra do Turvo
SP;Vertente Oceânica Sul;Bertioga
SP;Vertente Oceânica Sul;Cajati
SP;Vertente Oceânica Sul;Cananéia
SP;Vertente Oceânica Sul;Cubatão
SP;Vertente Oceânica Sul;Eldorado
SP;Vertente Oceânica Sul;Guarujá
SP;Vertente Oceânica Sul;Iguape
SP;Vertente Oceânica Sul;Ilha Comprida
SP;Vertente Oceânica Sul;Itanhaém
SP;Vertente Oceânica Sul;Itariri
SP;Vertente Oceânica Sul;Jacupiranga
SP;Vertente Oceânica Sul;Juquiá
SP;Vertente Oceânica Sul;Miracatu
SP;Vertente Oceânica Sul;Mongaguá
SP;Vertente Oceânica Sul;Pariquera-Açu
SP;Vertente Oceânica Sul;Pedro de Toledo
SP;Vertente Oceânica Sul;Peruíbe
SP;Vertente Oceânica Sul;Praia Grande
SP;Vertente Oceânica Sul;Registro
SP;Vertente Oceânica Sul;Santos
SP;Vertente Oceânica Sul;São Vicente
SP;Vertente Oceânica Sul;Sete Barras
SE;Pólo Costa dos Coqueirais;Aracaju
SE;Pólo Costa dos Coqueirais;Barra dos Coqueiros
SE;Pólo Costa dos Coqueirais;Brejo Grande
SE;Pólo Costa dos Coqueirais;Estância
SE;Pólo Costa dos Coqueirais;Indiaroba
